gx,gy,gz,ax,ay,az,label
1908397,7480916,-53435112,-12133789,24658204,90234376,0
120862592,16451144,26068702,-22949218,-13183594,12463379,10
21755726,-46488548,-26030534,-8496094,49804688,8249512,0
-206290068,-2077939,-2501374,-73583984,-617675768,2277832,1
62099236,7871756,53129772,-23925782,-2368164,14772949,10
6229771,7467175,480916032,68847656,-766601536,12592774,10
-28816794,-15885496,-55343512,3947754,31738282,2019043,10
-2187023,-18595418,19335878,-18481446,38012696,11994629,1
14122137,-1221374,-11221374,-111572264,29052734,89208984,0
-29740458,-12122137,3740458,3347168,-1586914,34765624,10
8633588,55343512,-4451145,-12011719,21240234,9555664,1
15267176,12290076,45038168,-12524414,25146484,9042969,0
-19099238,-18076336,-5221374,4404297,-24169922,3474121,10
99236643,870229,-396946584,-12402344,20507812,88427736,0
-45694656,-72175576,-3967939,20214844,-14575196,5432129,10
29007636,480916032,-129771,-12597656,28320312,89404296,0
-50610684,5816794,27633586,-13183594,-45166016,1159668,0
5520611,7912977,28854962,1928711,-12011719,13498535,10
-16793894,5954198,-7633588,-12011719,22216796,8996582,0
43946564,6567175,-25496182,2944336,-5114746,6750488,10
8664123,-4683206,-31305344,-1928711,23413086,10041504,1
-6870229,15267176,-183206116,-13647461,25146484,9001465,0
17465648,1761832,-69160308,-1940918,28442384,89208984,1
-14961832,55725192,-25648854,-11352539,16357422,907959,0
6832061,68908392,26335878,49560548,-21972656,9748535,10
53435112,67175576,15267176,-12988281,16845704,9001465,0
-69938936,-11961832,23343512,9033203,-4375,13183594,1
-86259544,732824436,-78625952,-11352539,25634766,8935547,0
-29412214,-10992366,35389312,-182617184,12060547,907714832,1
-2832061,2427481,-229007632,-12133789,2734375,8820801,0
11366412,60305344,-25419848,-8496094,45043944,89501952,1
9898473,11162595,11160305,26611328,-7885742,11203613,10
61679388,-13358779,-6176336,-15576172,-91308592,7866211,1
-43198476,-8031298,-2667939,32836914,-3383789,25683594,10
6870229,83206104,-13740458,-12036133,24658204,898681664,0
-2923664,18931298,-16717557,-13183594,16845704,9399414,0
32442748,-6885496,-33519084,-18554688,-19506836,10344238,1
0,13206106,-229007632,-12573242,23925782,89697268,0
-1776336,-20351144,-8137404,388916,-3010254,396484384,10
-1776336,-20351144,-8137404,388916,-3010254,396484384,10
-16030534,89312976,-7633588,-14428711,20019532,8977051,0
-722290036,55305344,9076336,949707,66748044,7324219,1
-35351148,-3270229,-15488549,32885742,-44677736,2705078,10
-8171756,-9056489,-11167939,-1977539,-3515625,10432129,10
-14503818,78625952,-22900764,-14135742,2319336,9030762,0
-4274809,488549632,-26717558,-1274414,2709961,9055176,0
45801528,9847328,-3129771,-11816406,21972656,8996582,0
16351144,406030536,92213748,222412116,-16137696,8078613,10
56106872,-11496183,2335878,-5078125,-5859375,12536621,10
-44648852,-4617557,-9847328,3618164,-9326172,48242188,10
-21068702,-15893129,-21145038,41992188,-16333008,33203124,10
120862592,16451144,26068702,-22949218,-13183594,12463379,10
-16793894,6870229,-99236648,-12573242,234375,90283204,0
236641232,9465649,-366412232,-12231445,26367188,8947754,0
-7480916,22137404,-2977099,-114990232,26855468,9003906,0
590,4444275,-34961832,16601562,-949707,12790527,10
14405344,-8419084,-43129772,-20947266,-2709961,10964356,1
-8910687,-4149618,53267172,-19506836,28808594,44189452,1
362595432,-3740458,22671756,-1081543,38085936,91967776,0
291984732,-2493893,9839695,-83496092,3955078,954101568,0
-20076336,16183206,-4961832,-10571289,5126953,8664551,0
-15254962,41007632,-5247328,437744136,7416992,79003908,1
-91603052,7633588,-7633588,-12890625,2319336,898681664,0
465648868,91496184,-6725191,37231444,-19555664,15429688,10
-16030534,55725192,-27480916,-13769531,22216796,8930664,0
8187023,8140458,14015267,-10058594,-31347656,13811035,10
-23587788,-35114504,-9694657,-12548828,24658204,8913574,0
-2389313,19526718,27770992,-1303711,14794922,75927736,1
473282468,28854962,14503818,-13061524,24902344,8845215,0
5520611,7912977,28854962,1928711,-12011719,13498535,10
-44648852,-4617557,-9847328,3618164,-9326172,48242188,10
-10687023,8167939,-61068704,-12475586,28320312,9042969,0
-34549616,-63053436,-10877863,64453124,-215087884,11210938,10
-16076336,-6159542,13938931,-11621094,-1459961,13552246,10
-99236648,8778626,45801528,-1381836,24414062,9020996,0
17465648,1761832,-69160308,-1940918,28442384,89208984,1
-30534352,15114504,-3816794,-13647461,21972656,9003906,0
-77557256,-22519084,-55801524,38720704,-1743164,38256836,10
-45801528,-21374046,-99236648,-12915039,21972656,900634736,0
-17557252,343511468,22900764,-13623047,22216796,8967285,0
-18053434,53435116,-50290076,-11694336,-28198242,858398464,1
-221374052,473282468,-122137408,-12182617,29052734,8979492,0
-8589313,-9129008,-184809168,27685548,-15136719,4609375,10
-6870229,90839692,21374046,-1328125,22949218,8964844,0
18923664,-9435115,-29671754,-1340332,80322264,8676758,1
2076336,40412212,10654962,-34594728,375,82250976,1
710687,123862592,59923664,-795898436,-15429688,14128418,10
-183206116,8854962,-7633588,-1303711,26367188,9055176,0
-15267176,99236643,-53435112,-13330078,18310546,8996582,0
-229007632,6183206,15267176,-13989258,1928711,900634736,0
-3414504,-42091604,-10541985,-8056641,-12036133,1119873,10
6229771,7467175,480916032,68847656,-766601536,12592774,10
45801528,473282468,-7633588,-13500976,2368164,8972168,0
45801528,473282468,-7633588,-13500976,2368164,8972168,0
-17725192,-54335876,-44732824,871582,-2512207,921875,10
-3816794,11068702,-61068704,-12548828,25146484,8977051,0
3448855,-16160305,-3310687,63476564,115722652,65600584,1
-23435114,2206107,178625952,-115722652,2709961,9187012,0
-99236648,740458,-7633588,-13183594,21972656,898681664,0
-1908397,17068702,37580156,-17358398,24780274,87890624,1
-1667939,-14137404,-4432061,-64941408,5576172,8901367,1
-1776336,-20351144,-8137404,388916,-3010254,396484384,10
7633588,778625968,-91603052,-13671875,25634766,8937988,0
86740456,25012978,14832061,-78125,-200195316,5661621,10
-13001528,-16267176,-23909924,-732421868,11628418,9736328,1
5020611,-11770992,18770992,12963867,63500976,961181632,1
22900764,-58778624,3816794,-13671875,22216796,895751936,0
20549618,54717556,758015236,21362304,-25854492,8659668,10
-114503816,6870229,183206116,-14282226,22460938,894531264,0
-21503816,-78900768,-11364886,-56152344,-167968752,1001709,1
-27015266,-1710687,-10709924,-4345703,-14233398,12966308,10
710687,123862592,59923664,-795898436,-15429688,14128418,10
-14503818,8015267,-45801528,-125,214843736,9008789,0
-32061068,9160305,-13740458,-12011719,17089844,892334,0
6870229,1908397,-7633588,-13256836,24414062,90600584,0
8183969,5720611,-19305344,-9667969,40722656,6262207,1
22671756,-20839694,8206107,-14575196,6040039,917968736,1
-14503818,5038168,-7633588,-13208008,25878906,90405272,0
7633588,7480916,-6870229,-13574219,24902344,8874512,0
24244274,25923664,-78221376,3515625,359130836,7858887,1
687022932,-10305344,-14832061,-12207031,-22387696,11430664,1
-29603054,-6639695,-78625955,175781252,-115234376,12214356,10
-114503816,8396947,-7633588,-1274414,20507812,90649416,0
-91603052,13053435,8396947,-118652344,253906252,9050293,0
-91603052,83206104,-91603052,-13085938,2319336,88623048,0
-64854968,-10319847,-21755726,146484368,-2998047,85595704,10
-2074809,1889313,127786252,3166504,-20922852,6491699,10
17714504,15933588,30396946,-111328132,-17919922,1999939,10
-2389313,19526718,27770992,-1303711,14794922,75927736,1
-79541984,7099237,-10076336,-12207031,-14892578,940917936,0
-20732824,74274808,29541984,374267568,-23168946,18066406,10
14847328,-5789313,-5259542,-8276367,-40063476,9902344,10
-229007632,-198473292,15267176,-1171875,3149414,8876953,0
-23053434,31450382,-8030535,-30029296,57788084,9482422,1
18923664,-9435115,-29671754,-1340332,80322264,8676758,1
-1908397,9236641,45801528,-13769531,18066406,8964844,0
-20045802,1767939,7033588,-10546875,9838867,92456056,1
29007636,-15267176,22900764,-11791992,28320312,891601536,0
45801528,-83206104,-9541985,-11694336,29785156,8935547,0
-15297709,120,74961832,35498048,-223144532,52490236,10
-15870229,-2067939,-628854968,-8325195,18847656,81347656,1
5519084,11857252,7587786,33129884,-28930664,43164062,10
67709923,3042748,9236641,337402336,-2241211,515625,10
-2425191,52671752,86259544,-13012696,539550768,8503418,1
2032061,8541985,-228015268,-16748047,43969728,8117676,1
11282443,29374046,21770992,-5029297,-3708496,954834,10
-179389316,2053435,519084,-12158203,253906252,88916016,0
114778624,7283206,-95801528,-1640625,29785156,12697754,10
-51190836,-7127481,-4778626,30151368,-3154297,4765625,10
12671756,2519084,-206106868,-114990232,37353516,851318336,0
36870228,-9793893,-54374048,9838867,2919922,10795898,1
117816792,9605344,6412214,-19458008,104003908,16374512,10
-91603052,83206104,-91603052,-13085938,2319336,88623048,0
114778624,7283206,-95801528,-1640625,29785156,12697754,10
7633588,18625954,-60305348,-12915039,21972656,9050293,0
-129771,7633588,-198473292,-13134766,21240234,89501952,0
5264122,29282442,12335877,4638672,-7470703,13696289,10
-53732828,-8979389,-1038168,75683592,-12988281,10786133,10
40458016,8396947,-10687023,-109375,22705078,90722652,0
-7633588,3259542,-206106868,-12402344,29296875,8996582,0
42290076,12137405,24122138,-11669922,30273438,8977051,0
91603052,-473282468,-198473292,-12524414,34423828,90722652,0
-40458016,1259542,-8396947,-13720703,16113282,9001465,0
-46564884,-28038168,-45969468,-60546876,8154297,10551758,1
-4576336,-4510687,-39847328,37353516,-38110352,4272461,10
-32961834,-9501527,-51679388,8081055,-53466796,9074707,10
35114504,6335878,259542,-12670898,20019532,9157715,0
25012978,25012978,25012978,-20,-20,1999939,1
-69938936,-11961832,23343512,9033203,-4375,13183594,1
-14503818,5038168,-7633588,-13208008,25878906,90405272,0
-9256489,-17168702,-14503818,12573242,-238037108,733398436,10
710687,123862592,59923664,-795898436,-15429688,14128418,10
-54732824,11794656,-2712977,2277832,-3100586,213867184,10
-7633588,15496184,610687,-15185547,48828124,92749024,0
-58015264,-42519084,-57267172,-79833984,15478516,62475584,1
7633588,18625954,-60305348,-12915039,21972656,9050293,0
-32061068,9160305,-13740458,-12011719,17089844,892334,0
0,9312977,-22900764,-12573242,18798828,90893552,0
13969465,5183206,-40419844,36132812,-16113282,92944332,1
22900764,5114504,122137408,-12524414,22216796,89501952,0
-3816794,11068702,-61068704,-12548828,25146484,8977051,0
-122137408,10534351,-91603052,-13671875,18798828,89746092,0
-722290036,55305344,9076336,949707,66748044,7324219,1
-4114504,23816792,-473282468,-14331054,732421868,9250488,0
4274809,-259542,-129771,-13793946,10986328,9067383,0
20076336,-259542,-99236643,-11279297,2734375,900634736,0
-6870229,473282468,-30534352,-1340332,214843736,8989258,0
58702292,13992367,4210687,-3371582,3791504,8015137,1
29343512,42198476,14832061,-12548828,49731444,6760254,1
1208855,82854968,11946565,-7055664,-33325196,14990234,10
9160305,11877863,29366414,-114990232,-8056641,8071289,1
-2977099,5801527,-57251908,-12084961,214843736,90185544,0
-419847336,6793893,-33587788,-1262207,24902344,9038086,0
-6854962,-4767939,-8633588,36987304,-14379883,68774416,10
91603052,78625952,-14503818,-12670898,25878906,89990232,0
31175574,8992367,345038168,25195312,-1904297,4165039,10
229007632,8167939,-6870229,-13647461,22216796,89404296,0
-37862596,-538854968,-11664123,14013672,-33618164,7763672,10
-10368702,-1397939,-11748092,-33447264,-13793946,11813965,10
-122137408,55725192,-129771,-13110352,17333984,9055176,0
-4351145,16717557,-114503816,-119384768,30517578,8947754,0
-70229008,27251908,-45038168,-12866211,26611328,8925781,0
428854968,8610687,13625955,1743164,-2614746,48535156,10
-51862596,-3835878,172519084,-107421868,53710936,11582031,10
30946566,71175576,55419844,404541032,-33520508,40625,10
-27312976,-41603056,79541984,2697754,-16430664,1694336,10
44190836,22854962,15351145,-48828124,-25170898,92871096,10
-26717558,11755725,-91603052,-13842774,1977539,8937988,0
-129771,4961832,-1908397,-13012696,28808594,8952637,0
-221374052,473282468,-122137408,-12182617,29052734,8979492,0
66564884,-16969466,9854961,-1027832,15625,16992188,10
-16793894,7557252,-1908397,-12670898,21240234,9033203,0
29664122,60244276,-3351145,-8129883,-36376952,12451172,10
-48190836,-7541222,-7778626,2133789,-1328125,7651367,10
-114503816,8396947,-7633588,-1274414,20507812,90649416,0
1689313,400,4746565,64941408,12915039,5944824,1
-44648852,-4617557,-9847328,3618164,-9326172,48242188,10
-58778624,13206106,-32824428,-1237793,28320312,89501952,0
244274816,419847336,7633588,-13232422,24414062,9038086,0
9963359,11683206,1680916,253906252,-13842774,13500976,10
3923664,19389312,-14198474,42333984,-19335938,23486328,10
99236648,-6793893,221374052,-12670898,24902344,8952637,0
1667939,25473282,-40610684,9765625,-1105957,12253418,10
-61068704,10610686,-45801528,-125,2758789,8930664,0
8603053,28625954,17259542,26342772,-55664064,47973632,10
8007633,18778626,-7735878,61035156,-13598633,9172363,1
-5561832,-7947328,-16450382,119384768,-53710936,8522949,10
-5523664,-63412212,-12648855,336425784,-20092774,38842772,10
-36648852,15977099,42015268,45410156,4716797,93774416,1
68015268,3365649,57862596,3088379,-343017568,4951172,10
-62221376,-10321374,-16458016,11328125,-6762695,10102539,10
-8910687,-4149618,53267172,-19506836,28808594,44189452,1
-14503818,15877863,-99236648,-12402344,21240234,8925781,0
-142595432,28137406,32427484,-20263672,33984376,73828125,1
32748092,-20969466,-27038168,-10473633,-12207031,8952637,1
-65343512,22331298,-5844275,-106933592,9416504,14389648,1
-6880916,-7865649,-54290076,36132812,-18603516,9074707,10
6764886,37992368,7664122,-554199232,3395996,15458984,10
8664123,-4683206,-31305344,-1928711,23413086,10041504,1
7633588,8091603,61068704,-14086914,17089844,9033203,0
16282442,-67175576,-4921374,-1928711,192138668,77319336,1
129771,519084,-206106868,-123046872,2319336,8991699,0
-1908397,17068702,37580156,-17358398,24780274,87890624,1
22900764,8549618,-8396947,-12988281,2368164,8952637,0
-4114504,23816792,-473282468,-14331054,732421868,9250488,0
-6870229,10229008,7633588,-13574219,25146484,891601536,0
-991145,-9352672,-53816796,-12939453,-48828124,10900879,10
-7296183,-13457252,-20564886,20214844,-365722668,67456056,10
-7252672,-10455725,-45343512,34179688,-99853512,9975586,10
36709924,-1378626,-5216794,41259764,-9814453,6887207,1
24580152,-2193893,-38664124,-24902344,-2277832,8234863,1
-45694656,-72175576,-3967939,20214844,-14575196,5432129,10
-6870229,9236641,8396947,-11767578,24169922,9067383,0
53435112,11145039,15267176,-12182617,21240234,9020996,0
-30534352,15114504,-3816794,-13647461,21972656,9003906,0
390,38091604,71221376,253906252,-17089844,11132812,10
-7633588,2977099,-16793894,-12695312,28564454,8925781,0
35114504,6335878,259542,-12670898,20019532,9157715,0
67709923,3042748,9236641,337402336,-2241211,515625,10
8159542,1360458,26167938,122802732,-5578613,6064453,10
-53732828,-8979389,-1038168,75683592,-12988281,10786133,10
-1221374,-1740458,-11832061,-12915039,20507812,89208984,0
30992366,6115267,36946564,34692384,-33984376,48217772,10
106740456,19658778,-14717557,26855468,-9277344,6455078,10
7633588,18625954,-60305348,-12915039,21972656,9050293,0
11833588,2361832,-47564884,8862305,97753908,4182129,1
-15267176,32061068,-22900764,-12036133,25146484,8996582,0
-183206116,6946565,53435112,-12939453,22460938,9033203,0
-61068704,1908397,-14656489,-13696289,1953125,8898926,0
-4023664,-47625952,-10335877,115478516,-15820312,10158692,10
-8091603,11145039,-40458016,-14013672,22216796,91015624,0
2519084,8015267,-53435112,-12866211,28076172,8947754,0
-183206116,6946565,53435112,-12939453,22460938,9033203,0
91603052,78625952,-14503818,-12670898,25878906,89990232,0
304427484,20305344,4070229,-13891602,-2265625,10356445,1
-7633588,5496183,-99236648,-12841797,27832032,8955078,0
20549618,54717556,758015236,21362304,-25854492,8659668,10
-13819084,-18767176,-18412214,61035156,-63964844,11386719,10
-6870229,9236641,8396947,-11767578,24169922,9067383,0
-129771,9389313,-8396947,-12182617,26123046,9030762,0
-17557252,198473292,-198473292,-1352539,1977539,8984375,0
-6183206,1038168,221374052,-12817383,20263672,8967285,0
14122137,-1221374,-11221374,-111572264,29052734,89208984,0
-3923664,23587788,-45801528,-12060547,2319336,9069824,0
21450382,-9106871,-9103053,-18701172,-9206543,15009766,1
-79541984,7099237,-10076336,-12207031,-14892578,940917936,0
-3816794,43282444,10564885,428222668,-23291016,20581054,10
57984732,318396936,6223664,-7861328,29003906,87109376,1
58244276,24030534,62091604,5029297,-5048828,375,1
-14961832,55725192,-25648854,-11352539,16357422,907959,0
22137404,-48320612,-41351148,-14282226,-12451172,9494629,1
-1908397,519084,-259542,-12768554,25878906,9013672,0
14782444,22796184,12694656,-20898438,-5834961,15603027,10
-50458016,-528854968,-77557256,1418457,-23388672,6621094,10
35335876,55748092,7819847,8886719,46875,9682617,1
-24213742,-7725191,-33267172,-5517578,99365232,9831543,1
516030536,5035878,740458,-11279297,-9814453,16108398,10
305572516,25167938,-9160305,5126953,-52075196,13520508,10
-74274808,-2508397,221374052,-29052734,-13110352,15322266,10
-16030534,78625952,-61068704,-119628904,25878906,891601536,0
13754199,13054199,4289313,-64208984,-4650879,1999939,10
-16832062,-50992364,-773282436,-17333984,-174804684,10681152,1
-5523664,-63412212,-12648855,336425784,-20092774,38842772,10
15954199,683206136,-45038168,-8618164,-35839844,1552002,10
-69938936,-11961832,23343512,9033203,-4375,13183594,1
19603054,234427484,3850382,-33691408,-28222656,952148432,1
-8396947,-7633588,-6870229,-13867188,16845704,91064456,0
1438168,17335878,-2870229,-5810547,-29467772,15070801,10
-29007636,366412232,-67175576,-12207031,18066406,9091797,0
30832062,29778626,40290076,-57861328,27124024,99121096,1
122137408,389312984,-35114504,-12719726,36132812,90893552,0
9361069,11874809,-356488536,8984375,-99609376,10463867,10
48648852,-40717556,-26305344,-78125,-52734376,71972652,1
-14351145,2310687,1438168,-17358398,3930664,800781236,1
-26526718,1478626,-13473283,-23339844,6567383,6665039,1
-16793894,58778624,-30534352,-13354492,18798828,8979492,0
-7633588,8854962,22900764,-14086914,2368164,90600584,0
-6474809,-9848855,-19007634,26464844,-2763672,5656738,10
16625954,-2442748,-4989313,-11450195,11230469,7836914,1
-2357252,-920,-1693893,27368164,-33520508,5698242,10
20076336,-259542,-99236643,-11279297,2734375,900634736,0
-14503818,78625952,-22900764,-14135742,2319336,9030762,0
44503816,35755724,12374045,366210936,-3022461,5144043,10
-16793894,6870229,-99236648,-12573242,234375,90283204,0
0,10,-10687023,-13476562,1953125,8977051,0
-32824428,83206104,-3129771,-12963867,21972656,9030762,0
15267176,-329771,-56946564,47436524,-4091797,27319336,10
20157252,13990076,33435116,-28564454,-22607422,1746582,10
5264122,29282442,12335877,4638672,-7470703,13696289,10
14847328,-5789313,-5259542,-8276367,-40063476,9902344,10
-179389316,2053435,519084,-12158203,253906252,88916016,0
4740458,12137405,15534351,-12988281,-21704102,8203125,1
-3053435,5496183,-3816794,-12231445,21728516,90283204,0
-49549616,-50839696,-53206104,9423828,-1652832,9169922,10
2206107,40190836,38755724,-56152344,11010742,6843262,1
-99236648,13587786,-7633588,-13598633,20263672,8894043,0
21374046,23061832,-3414504,-5317383,9001465,3557129,1
63053436,99061064,480916,1105957,32714844,7312012,10
-690458,-11444275,-16694656,1303711,-16918946,89086916,10
710687,123862592,59923664,-795898436,-15429688,14128418,10
66564884,-16969466,9854961,-1027832,15625,16992188,10
-16793894,9389313,-7633588,-1381836,18554688,8955078,0
7633588,8091603,61068704,-14086914,17089844,9033203,0
-114503816,8854962,-129771,-12207031,2319336,8984375,0
-38244276,-6494656,64732824,-4736328,-15454102,13530274,10
42290076,12137405,24122138,-11669922,30273438,8977051,0
-206106868,90839692,-244274816,-12548828,234375,89624024,0
-61068704,1908397,-14656489,-13696289,1953125,8898926,0
24923664,12824428,-13061069,7446289,118652344,10422363,1
2948855,5517557,-24122138,-6323242,-366210936,13447266,10
-31656488,-1748855,78221376,-31982422,79003908,-3251953,1
-7099237,9106871,-171755732,-95458984,36865236,8955078,0
-7633588,77099232,7633588,-13720703,17333984,90600584,0
-12435115,-50732828,-16526718,16967774,-20581054,75683592,10
-14503818,13969466,-229007632,-14282226,18066406,90527348,0
33816792,-4854962,-41137404,-1586914,91552732,9614258,1
-26671754,-25496184,5893893,-2734375,27539062,5522461,1
-59564884,-35648852,51679388,2590332,-25952148,5666504,10
-4576336,-4510687,-39847328,37353516,-38110352,4272461,10
-13290076,-7374046,-48015264,-461425784,39575196,9848633,1
-46564884,-28038168,-45969468,-60546876,8154297,10551758,1
-37862596,-538854968,-11664123,14013672,-33618164,7763672,10
-1667939,-14137404,-4432061,-64941408,5576172,8901367,1
7369466,9599236,21030534,28979492,-2770996,2932129,10
0,70229008,0,-13720703,20996094,888916,0
-11496183,18824426,74961832,3947754,-198242192,27246094,10
7703817,114198472,45129772,-57617188,-399414036,10688476,1
38587788,7299236,-2908397,33911132,-239013668,62402344,10
-1167939,-2977099,-6870229,-12866211,22949218,907714832,0
8664123,-4683206,-31305344,-1928711,23413086,10041504,1
21450382,4325954,1848855,21118164,-13476562,6213379,10
412213736,-20977098,15839695,-18847656,453369136,873291,1
-50610684,5816794,27633586,-13183594,-45166016,1159668,0
304427484,20305344,4070229,-13891602,-2265625,10356445,1
9963359,11683206,1680916,253906252,-13842774,13500976,10
58419844,93862592,-1140458,-12988281,15039062,1451416,10
-732824436,5801527,-6870229,-13232422,234375,8972168,0
2608397,9203053,13045801,12524414,-21679688,6960449,10
26717558,11221374,-236641232,-11743164,234375,89746092,0
-32824428,1091603,-45801528,-12133789,21728516,9157715,0
-13819084,-18767176,-18412214,61035156,-63964844,11386719,10
-129771,10839695,7633588,-13891602,2319336,90356448,0
793893168,-23328246,-13160305,191406252,-11352539,47094728,10
56106872,-11496183,2335878,-5078125,-5859375,12536621,10
-29007636,366412232,-67175576,-12207031,18066406,9091797,0
-81778624,-108183208,-58015264,-78125,17919922,945068336,10
105259544,16514504,4916794,-183349616,214111332,17434082,10
0,6335878,-30534352,-14038086,20996094,8947754,0
-65038168,-19038168,-2151145,-1274414,214843736,7697754,1
-9568702,-176442752,-17206106,19799804,-32763672,75634768,10
-19343512,-3782443,-40,392333984,-23339844,344482432,10
-6870229,10229008,7633588,-13574219,25146484,891601536,0
-45801528,-21374046,-99236648,-12915039,21972656,900634736,0
-7633588,10305344,-6870229,-13549804,22216796,8913574,0
-8396947,5648855,-30534352,-14135742,175781252,8967285,0
-3446565,-3617557,-18534352,6689453,-461425784,12346192,10
-10763359,-5954198,-28244276,-12792969,25878906,9152832,0
20549618,54717556,758015236,21362304,-25854492,8659668,10
-15254962,41007632,-5247328,437744136,7416992,79003908,1
-11358779,-1829771,9160305,-6616211,5029297,1232666,10
-53435112,40458016,7633588,-11206055,22949218,9003906,0
-14503818,15877863,-99236648,-12402344,21240234,8925781,0
-114503816,10839695,14503818,-12573242,22460938,9020996,0
-27480916,3129771,-244274816,-13110352,1928711,88842776,0
-21068702,-15893129,-21145038,41992188,-16333008,33203124,10
-14503818,13969466,-229007632,-14282226,18066406,90527348,0
11348855,12756489,37748092,-49560548,-27832032,11054688,10
-37862596,-538854968,-11664123,14013672,-33618164,7763672,10
-15267176,9236641,-29007636,-122802732,22705078,891601536,0
-42755724,429771,6082443,-2902832,396484384,85595704,1
-99236648,8778626,45801528,-1381836,24414062,9020996,0
-1359542,-27625954,-366030536,-15551758,61035156,81884768,1
-9141222,-16031298,13152672,56396484,-44311524,11323242,10
8312977,5944275,-10877863,36083984,-20117188,5439453,10
-16793894,35114504,-198473292,-13769531,20019532,8967285,0
-1667939,-14137404,-4432061,-64941408,5576172,8901367,1
-1908397,9236641,45801528,-13769531,18066406,8964844,0
-129771,7633588,-198473292,-13134766,21240234,89501952,0
12671756,7172519,18847328,23168946,-14331054,77856448,10
9757252,57694656,12427481,-59326172,-20043946,13449707,10
-7296183,-13457252,-20564886,20214844,-365722668,67456056,10
236641232,9465649,-366412232,-12231445,26367188,8947754,0
30832062,29778626,40290076,-57861328,27124024,99121096,1
-77557256,-22519084,-55801524,38720704,-1743164,38256836,10
458015268,58778624,53435112,-12060547,18066406,9055176,0
-229007632,6946565,-13740458,-12841797,29541016,90185544,0
4123664,890687,14358779,35473632,-39819336,34057616,10
-60305348,21374046,1351145,-123046872,10253906,93359376,0
7633588,8091603,61068704,-14086914,17089844,9033203,0
389312984,221374052,473282468,-13061524,1977539,8967285,0
15267176,12290076,45038168,-12524414,25146484,9042969,0
-91603052,83206104,-91603052,-13085938,2319336,88623048,0
-31656488,-1748855,78221376,-31982422,79003908,-3251953,1
8856489,7042748,29160306,49072264,-52734376,8183594,10
62267172,65091608,30687022,16186524,-3930664,482666016,10
23267176,-689313,14893129,-11791992,-18823242,1427002,10
-29740458,-12122137,3740458,3347168,-1586914,34765624,10
389312984,221374052,473282468,-13061524,1977539,8967285,0
-4512214,-69816792,-14351145,11645508,-11254883,7937012,10
22595418,-16564885,-4665649,12866211,31738282,10236816,1
-51603056,49923664,16183206,-1303711,30761718,9094238,0
-30534352,9694657,7633588,-1340332,22949218,90234376,0
-6442748,-96862592,-1725191,1418457,-15625,8796387,10
18862594,5801527,22862594,12841797,-5998535,92041016,1
-4512214,-69816792,-14351145,11645508,-11254883,7937012,10
-27312976,-41603056,79541984,2697754,-16430664,1694336,10
-14351145,2310687,1438168,-17358398,3930664,800781236,1
14847328,-5789313,-5259542,-8276367,-40063476,9902344,10
-15870229,-2067939,-628854968,-8325195,18847656,81347656,1
-36389312,-6816031,-49389316,7885742,-183349616,10288086,10
-64854968,-10319847,-21755726,146484368,-2998047,85595704,10
28374046,22404582,15534351,-7104492,-4638672,9494629,10
-51190836,-7127481,-4778626,30151368,-3154297,4765625,10
-60305348,21374046,1351145,-123046872,10253906,93359376,0
6870229,83206104,-13740458,-12036133,24658204,898681664,0
70839692,-214809168,21328246,-10546875,-2199707,15419922,10
7236641,-7287023,-10274809,28881836,-11767578,1328125,10
-120992368,-5814504,3870229,-46875,-2734375,14057617,10
68015268,3365649,57862596,3088379,-343017568,4951172,10
-58374048,-63419844,-57099236,-61279296,-6713867,13859863,10
-7361069,-9696947,30648856,-36132812,-8984375,1510498,10
-35351148,-3270229,-15488549,32885742,-44677736,2705078,10
-91603052,13053435,8396947,-118652344,253906252,9050293,0
-45129772,-7233588,-396946584,37231444,-406005868,704101568,10
28396948,-31755726,-73511452,-14941406,43359376,79541016,1
-32824428,10992366,-6870229,-13867188,22705078,8979492,0
-15267176,55725192,91603052,-13256836,28320312,8989258,0
-13671756,18290078,17709922,2927246,-1730957,11767578,10
51564884,-7412214,11030535,2800293,7006836,7963867,10
-35351148,-20549618,13954199,45532228,-11767578,140625,10
-21450382,-47290076,-52900764,33911132,-2631836,44458008,10
-5034351,-88145032,-59748092,182861332,-18115234,717285168,10
28832062,7168702,25526718,3659668,-22485352,29541016,10
-61755724,-38015268,-17786258,-10961914,4560547,84887692,1
52931296,11141222,780916,24658204,-6274414,9433594,10
-29603054,-6639695,-78625955,175781252,-115234376,12214356,10
8664123,-4683206,-31305344,-1928711,23413086,10041504,1
-29603054,-6639695,-78625955,175781252,-115234376,12214356,10
-18580152,-43931296,-6328244,-63476564,-25463868,10610352,10
36068704,181603052,80061064,-22607422,14672852,638916,1
-23435114,2206107,178625952,-115722652,2709961,9187012,0
7325191,13882444,-50458016,7446289,-16015625,7807617,10
129771,86259544,-99236648,-12646484,1953125,9057617,0
-8396947,7633588,-3129771,-125,234375,8984375,0
-26526718,1478626,-13473283,-23339844,6567383,6665039,1
-8396947,1038168,-6870229,-13574219,175781252,8984375,0
38587788,7299236,-2908397,33911132,-239013668,62402344,10
43893128,30671754,-2793893,415039068,-3540039,35620116,10
5738168,11526717,-48702292,15039062,-168457032,7006836,10
-61816796,-8480916,-5183206,2578125,-208007816,6274414,10
1810916,1708397,-265190832,11669922,-31958008,11193848,1
1208855,82854968,11946565,-7055664,-33325196,14990234,10
